church_name,denomination,address,city,state,zip,phone,website,email,source_url
Magnolia Baptist Church,Southern Baptist Convention,,,,,0444999999,https://www.google.com/maps/place/+LaPine+AL+36046-5016,,https://churches.sbc.net/church/magnolia-baptist-church-5/
Magnolia Baptist Church,Southern Baptist Convention,,,,,(318) 992-0449,https://www.google.com/maps/place/+Jena+LA+71342-9616,,https://churches.sbc.net/church/magnolia-baptist-church-7/
Magnolia Baptist Church,Southern Baptist Convention,,,,,601-649-5660,https://www.google.com/maps/place/+Laurel+MS+39440-2521,,https://churches.sbc.net/church/magnolia-baptist-church-6/
Magnolia Baptist Church,Southern Baptist Convention,,,,,(270) 324-3535,https://www.google.com/maps/place/+Magnolia+KY+42757,,https://churches.sbc.net/church/magnolia-baptist-church/
Magnolia Church,Southern Baptist Convention,,,,,(951) 689-5700,https://www.google.com/maps/place/+Riverside+CA+92504-3247,,https://churches.sbc.net/church/magnolia-church/
"Magnolia Baptist Church of Grady County, Inc.",Southern Baptist Convention,,,,,(229) 378-7661,https://www.google.com/maps/place/+Whigham+GA+39897-3914,,https://churches.sbc.net/church/magnolia-baptist-church-of-grady-county-inc/
Magnolia Missionary Baptist Church,Southern Baptist Convention,,,,,(910) 770-5508,https://www.google.com/maps/place/+Whiteville+NC+28472,,https://churches.sbc.net/church/magnolia-missionary-baptist-church/
Maguire Baptist Church,Southern Baptist Convention,,,,,(405) 872-3845,https://www.google.com/maps/place/+Noble+OK+73068-7604,,https://churches.sbc.net/church/maguire-baptist-church/
Magnolia Springs,Southern Baptist Convention,,,,,(251) 965-7799,https://www.google.com/maps/place/+Magnolia Springs+AL+36555,,https://churches.sbc.net/church/magnolia-springs/
Magnolia&#8217;s First Baptist Church,Southern Baptist Convention,,,,,281-356-8543,https://www.google.com/maps/place/+Magnolia+TX+77354,,https://churches.sbc.net/church/magnolias-first-baptist-church/
"Magnolia Baptist Church, Cleveland",Southern Baptist Convention,,,,,281-592-1772,https://www.google.com/maps/place/+Cleveland+TX+77328-8183,,https://churches.sbc.net/church/magnolia-baptist-church-cleveland/
Main Street,Southern Baptist Convention,,,,,(704) 855-3274,https://www.google.com/maps/place/+China Grove+NC+28023-6415,,https://churches.sbc.net/church/main-street/
Mahanaim Baptist Church of NY,Southern Baptist Convention,,,,,(917) 930-5502,https://www.google.com/maps/place/+Oakland Garden+NY+11364,,https://churches.sbc.net/church/mahanaim-baptist-church-of-ny/
Mahanaim Christian Fellowship,Southern Baptist Convention,,,,,5877589999,https://www.google.com/maps/place/+Crowley+TX+76036-9432,,https://churches.sbc.net/church/mahanaim-christian-fellowship/
Main Street Baptist,Southern Baptist Convention,,,,,434-634-3317,https://www.google.com/maps/place/+Emporia+VA+23847-2314,,https://churches.sbc.net/church/main-street-baptist/
Main Street Baptist Church,Southern Baptist Convention,,,,,(606) 549-2006,https://www.google.com/maps/place/+Williamsburg+KY+40769-0232,,https://churches.sbc.net/church/main-street-baptist-church-5/
Main Street Baptist Church,Southern Baptist Convention,,,,,(865) 426-2184,https://www.google.com/maps/place/+Rocky Top+TN+37769-2022,,https://churches.sbc.net/church/main-street-baptist-church-6/
Main Street Baptist Church,Southern Baptist Convention,,,,,(479) 267-4430,https://www.google.com/maps/place/+Farmington+AR+72730-3060,,https://churches.sbc.net/church/main-street-baptist-church-8/
Main Street Baptist Church,Southern Baptist Convention,,,,,(336) 993-4534,https://www.google.com/maps/place/+Kernersville+NC+27284-2878,,https://churches.sbc.net/church/main-street-baptist-church-7/
Main Street Baptist Church,Southern Baptist Convention,,,,,(859) 252-3838,https://www.google.com/maps/place/+Lexington+KY+40507-1642,,https://churches.sbc.net/church/main-street-baptist-church-4/
Main Street Baptist Church,Southern Baptist Convention,,,,,(859) 474-3100,https://www.google.com/maps/place/+Alexandria+KY+41001,,https://churches.sbc.net/church/main-street-baptist-church-2/
Main Street Baptist Church,Southern Baptist Convention,,,,,540-743-5834,https://www.google.com/maps/place/+Luray+VA+22835-1902,,https://churches.sbc.net/church/main-street-baptist-church-3/
Main Street Baptist Church,Southern Baptist Convention,,,,,(828) 286-2291,https://www.google.com/maps/place/+Spindale+NC+28160-1927,,https://churches.sbc.net/church/main-street-baptist-church-11/
Main Street Baptist Church,Southern Baptist Convention,,,,,(918) 448-3022,https://www.google.com/maps/place/+Stigler+OK+74462-2401,,https://churches.sbc.net/church/main-street-baptist-church-10/
Main Street Baptist Church,Southern Baptist Convention,,,,,(828) 692-4132,https://www.google.com/maps/place/+Hendersonville+NC+28792-5084,,https://churches.sbc.net/church/main-street-baptist-church-12/
Main Street Baptist Church,Southern Baptist Convention,,,,,(601) 900-2146,https://www.google.com/maps/place/+Goodman+MS+39079,,https://churches.sbc.net/church/main-street-baptist-church-13/
Main Street Baptist Church,Southern Baptist Convention,,,,,(815) 458-6211,https://www.google.com/maps/place/+Braidwood+IL+60408,,https://churches.sbc.net/church/main-street-baptist-church/
Main Street Baptist Church,Southern Baptist Convention,,,,,(985) 732-7575,https://www.google.com/maps/place/+Bogalusa+LA+70427-5445,,https://churches.sbc.net/church/main-street-baptist-church-15/
Main Street Baptist Church,Southern Baptist Convention,,,,,304-687-0018,https://www.google.com/maps/place/+Madison+WV+25130,,https://churches.sbc.net/church/main-street-baptist-church-19/
Main Street Baptist Church,Southern Baptist Convention,,,,,(580) 303-7133,https://www.google.com/maps/place/+Elk City+OK+73644-2833,,https://churches.sbc.net/church/main-street-baptist-church-9/
Main Street Baptist Church,Southern Baptist Convention,,,,,512-869-7854,https://www.google.com/maps/place/+Georgetown+TX+78626-5830,,https://churches.sbc.net/church/main-street-baptist-church-16/
"Main Street Baptist Church, California",Southern Baptist Convention,,,,,573-796-2354,https://www.google.com/maps/place/+California+MO+65018-1030,,https://churches.sbc.net/church/main-street-baptist-church-california/
Main Street Baptist Church,Southern Baptist Convention,,,,,601-296-8000,https://www.google.com/maps/place/+Hattiesburg+MS+39402-8056,,https://churches.sbc.net/church/main-street-baptist-church-18/
"Main Street Baptist Church, Grand Saline",Southern Baptist Convention,,,,,903-962-4536,https://www.google.com/maps/place/+Grand Saline+TX+75140-1847,,https://churches.sbc.net/church/main-street-baptist-church-grand-saline/
Main Street Baptist Church,Southern Baptist Convention,,,,,601-847-2992,https://www.google.com/maps/place/+Mendenhall+MS+39114-4014,,https://churches.sbc.net/church/main-street-baptist-church-14/
Main Street Baptist Church,Southern Baptist Convention,,,,,(863) 533-8990,https://www.google.com/maps/place/+Bartow+FL+33830-5003,,https://churches.sbc.net/church/main-street-baptist-church-17/
"Main Street Baptist Church of Florence, Ky, Inc.",Southern Baptist Convention,,,,,859-620-6221,https://www.google.com/maps/place/+Florence+KY+41042-4244,,https://churches.sbc.net/church/main-street-baptist-church-of-florence-ky-inc/
"Main Street Baptist Church, Greenfield",Southern Baptist Convention,,,,,417-637-5335,https://www.google.com/maps/place/+Greenfield+MO+65661,,https://churches.sbc.net/church/main-street-baptist-church-greenfield/
Maize Road Baptist Church,Southern Baptist Convention,,,,,614-263-9901,https://www.google.com/maps/place/+Columbus+OH+43224-1953,,https://churches.sbc.net/church/maize-road-baptist-church/
Makakilo Baptist Church,Southern Baptist Convention,,,,,808-672-3505,https://www.google.com/maps/place/+Kapolei+HI+96707-1227,,https://churches.sbc.net/church/makakilo-baptist-church/
Main Street Baptist Mission,Southern Baptist Convention,,,,,(318) 442-5803,https://www.google.com/maps/place/+Pineville+LA+71360-6930,,https://churches.sbc.net/church/main-street-baptist-mission/
Makaha Valley Chapel,Southern Baptist Convention,,,,,808-277-0874,https://www.google.com/maps/place/+Waianae+HI+96792,,https://churches.sbc.net/church/makaha-valley-chapel/
Majestic Baptist Church,Southern Baptist Convention,,,,,719-647-9200,https://www.google.com/maps/place/+Pueblo West+CO+81007-5062,,https://churches.sbc.net/church/majestic-baptist-church/
Maitian Chinese Baptist Church,Southern Baptist Convention,,,,,(803) 636-0464,https://www.google.com/maps/place/+Columbia+SC+29201-3316,,https://churches.sbc.net/church/maitian-chinese-baptist-church/
Maine Street Baptist Church,Southern Baptist Convention,,,,,207-725-7303,https://www.google.com/maps/place/+Brunswick+ME+4011,,https://churches.sbc.net/church/maine-street-baptist-church/
Makanda Baptist Church,Southern Baptist Convention,,,,,(618) 457-7940,https://www.google.com/maps/place/+Makanda+IL+62958,,https://churches.sbc.net/church/makanda-baptist-church/
Malama Christian Fellowship Church,Southern Baptist Convention,,,,,808-260-1966,https://www.google.com/maps/place/+Waianae+HI+96792,,https://churches.sbc.net/church/malama-christian-fellowship-church/
Mallard Creek Baptist Church of Charlotte NC,Southern Baptist Convention,,,,,(980) 335-1977,https://www.google.com/maps/place/+Charlotte+NC+28262-0435,,https://churches.sbc.net/church/mallard-creek-baptist-church-of-charlotte-nc/
Malden Baptist Church,Southern Baptist Convention,,,,,304-925-4375,https://www.google.com/maps/place/+Charleston+WV+25306-6432,,https://churches.sbc.net/church/malden-baptist-church/
Malesus Baptist Church,Southern Baptist Convention,,,,,(731) 424-0591,https://www.google.com/maps/place/+Jackson+TN+38301-7868,,https://churches.sbc.net/church/malesus-baptist-church/
Mallard Point Baptist Church,Southern Baptist Convention,,,,,(502) 863-5344,https://www.google.com/maps/place/+Georgetown+KY+40324-8933,,https://churches.sbc.net/church/mallard-point-baptist-church/
Malmaison Baptist Church,Southern Baptist Convention,,,,,(662) 392-6300,https://www.google.com/maps/place/+Carrollton+MS+38917-5754,,https://churches.sbc.net/church/malmaison-baptist-church/
Mallorysville Baptist Church,Southern Baptist Convention,,,,,(706) 318-3482,https://www.google.com/maps/place/+Tignall+GA+30668-1563,,https://churches.sbc.net/church/mallorysville-baptist-church/
"Malta Baptist Church, De Kalb",Southern Baptist Convention,,,,,903-667-5103,https://www.google.com/maps/place/+De Kalb+TX+75559-6147,,https://churches.sbc.net/church/malta-baptist-church-de-kalb/
Malone Baptist Church,Southern Baptist Convention,,,,,9174730000,https://www.google.com/maps/place/+Malone+TX+76692,,https://churches.sbc.net/church/malone-baptist-church/
Maltby Baptist Church,Southern Baptist Convention,,,,,(828) 361-8782,https://www.google.com/maps/place/+Marble+NC+28905,,https://churches.sbc.net/church/maltby-baptist-church/
Malvern Baptist Church,Southern Baptist Convention,,,,,(334) 792-8409,https://www.google.com/maps/place/+Malvern+AL+36349-0161,,https://churches.sbc.net/church/malvern-baptist-church/
Malvern Hill Baptist Church,Southern Baptist Convention,,,,,803-432-7035,https://www.google.com/maps/place/+Camden+SC+29020-3214,,https://churches.sbc.net/church/malvern-hill-baptist-church/
Malvern First Baptist Church,Southern Baptist Convention,,,,,(501) 332-5263,https://www.google.com/maps/place/+Malvern+AR+72104-3836,,https://churches.sbc.net/church/malvern-first-baptist-church/
Mambrino Baptist Church,Southern Baptist Convention,,,,,817-573-4901,https://www.google.com/maps/place/+GRANBURY+TX+76048-7500,,https://churches.sbc.net/church/mambrino-baptist-church/
Mammoth Baptist Church,Southern Baptist Convention,,,,,(405) 279-2451,https://www.google.com/maps/place/+Meeker+OK+74855-9801,,https://churches.sbc.net/church/mammoth-baptist-church/
Malvern Third Baptist Church,Southern Baptist Convention,,,,,(501) 337-7004,https://www.google.com/maps/place/+Malvern+AR+72104-2741,,https://churches.sbc.net/church/malvern-third-baptist-church/
Mamre Baptist Church,Southern Baptist Convention,,,,,4459464240,https://www.google.com/maps/place/+Gadsden+AL+35905-7141,,https://churches.sbc.net/church/mamre-baptist-church/
Manatee Community Church,Southern Baptist Convention,,,,,(352) 210-4991,https://www.google.com/maps/place/+Chiefland+FL+32626-3851,,https://churches.sbc.net/church/manatee-community-church/
Manatee First Baptist Church,Southern Baptist Convention,,,,,(941) 896-6780,https://www.google.com/maps/place/+Bradenton+FL+34208-2205,,https://churches.sbc.net/church/manatee-first-baptist-church/
Manchaca Baptist Church,Southern Baptist Convention,,,,,512-282-0875,https://www.google.com/maps/place/+MANCHACA+TX+78652-0400,,https://churches.sbc.net/church/manchaca-baptist-church/
Manchester Baptist Church,Southern Baptist Convention,,,,,713-926-7260,https://www.google.com/maps/place/+Houston+TX+77012-2255,,https://churches.sbc.net/church/manchester-baptist-church-3/
Malvin Hill Baptist Church,Southern Baptist Convention,,,,,(606) 382-5439,https://www.google.com/maps/place/+Somerset+KY+42501,,https://churches.sbc.net/church/malvin-hill-baptist-church/
Manchester Baptist Church,Southern Baptist Convention,,,,,(606) 598-5285,https://www.google.com/maps/place/+Manchester+KY+40962-1237,,https://churches.sbc.net/church/manchester-baptist-church-2/
Manchester Baptist Church,Southern Baptist Convention,,,,,(443) 291-6317,https://www.google.com/maps/place/+Manchester+MD+21102,,https://churches.sbc.net/church/manchester-baptist-church/
Manchester Baptist Church,Southern Baptist Convention,,,,,(217) 587-2761,https://www.google.com/maps/place/+Manchester+IL+62663,,https://churches.sbc.net/church/manchester-baptist-church-4/
Mandan First Baptist Church,Southern Baptist Convention,,,,,(701) 663-5020,https://www.google.com/maps/place/+Mandan+ND+58554-2065,,https://churches.sbc.net/church/mandan-first-baptist-church/
Mandarin Baptist Church,Southern Baptist Convention,,,,,(904) 268-5503,https://www.google.com/maps/place/+Jacksonville+FL+32223-7218,,https://churches.sbc.net/church/mandarin-baptist-church/
Mandarin Baptist Church of Los Angeles,Southern Baptist Convention,,,,,(626) 282-2467,https://www.google.com/maps/place/+Alhambra+CA+91801-3550,,https://churches.sbc.net/church/mandarin-baptist-church-of-los-angeles/
Manderson Community Church,Southern Baptist Convention,,,,,(605) 519-8244,https://www.google.com/maps/place/+Kyle+SD+57752-3046,,https://churches.sbc.net/church/manderson-community-church/
Manchester First Baptist Church,Southern Baptist Convention,,,,,(931) 728-2138,https://www.google.com/maps/place/+Manchester+TN+37355-2030,,https://churches.sbc.net/church/manchester-first-baptist-church/
Mandarin Baptist Church of San Fernando Valley,Southern Baptist Convention,,,,,(818) 280-5271,https://www.google.com/maps/place/+Northridge+CA+91325-2340,,https://churches.sbc.net/church/mandarin-baptist-church-of-san-fernando-valley/
Mandarin Baptist Church of Temple City,Southern Baptist Convention,,,,,(626) 216-4661,https://www.google.com/maps/place/+Arcadia+CA+91006-5745,,https://churches.sbc.net/church/mandarin-baptist-church-of-temple-city/
Mandarin Baptist Church of Glory,Southern Baptist Convention,,,,,(909) 598-8016,https://www.google.com/maps/place/+Walnut+CA+91789,,https://churches.sbc.net/church/mandarin-baptist-church-of-glory/
Mangham Baptist Church,Southern Baptist Convention,,,,,(318) 248-2634,https://www.google.com/maps/place/+Mangham+LA+71259-5044,,https://churches.sbc.net/church/mangham-baptist-church/
Mandeville Baptist Church,Southern Baptist Convention,,,,,(870) 772-3175,https://www.google.com/maps/place/+Texarkana+AR+71854-0611,,https://churches.sbc.net/church/mandeville-baptist-church/
Manes Baptist Church,Southern Baptist Convention,,,,,3680800000,https://www.google.com/maps/place/+Mountain Grv+MO+65711-3050,,https://churches.sbc.net/church/manes-baptist-church/
Maness Memorial Baptist Church,Southern Baptist Convention,,,,,9589809686,https://www.google.com/maps/place/+Cabool+MO+65689,,https://churches.sbc.net/church/maness-memorial-baptist-church/
"Mangum Baptist Church, Eastland",Southern Baptist Convention,,,,,4039720000,https://www.google.com/maps/place/+Eastland+TX+76448-0504,,https://churches.sbc.net/church/mangum-baptist-church-eastland/
Manhattan Baptist Church,Southern Baptist Convention,,,,,(813) 831-1951,https://www.google.com/maps/place/+Tampa+FL+33611-1304,,https://churches.sbc.net/church/manhattan-baptist-church/
Manilla Chapel Baptist Church,Southern Baptist Convention,,,,,(423) 462-1042,https://www.google.com/maps/place/+Athens+TN+37303,,https://churches.sbc.net/church/manilla-chapel-baptist-church/
Manila First Baptist Church,Southern Baptist Convention,,,,,(870) 561-4735,https://www.google.com/maps/place/+Manila+AR+72442,,https://churches.sbc.net/church/manila-first-baptist-church/
Manito Baptist Church,Southern Baptist Convention,,,,,(309) 253-3898,https://www.google.com/maps/place/+Manito+IL+61546,,https://churches.sbc.net/church/manito-baptist-church/
Manitou Baptist Church,Southern Baptist Convention,,,,,3714330000,https://www.google.com/maps/place/+Manitou+KY+42436,,https://churches.sbc.net/church/manitou-baptist-church/
Mankins Baptist Church,Southern Baptist Convention,,,,,940-586-0055,https://www.google.com/maps/place/+Holliday+TX+76366,,https://churches.sbc.net/church/mankins-baptist-church/
"Manna Fellowship Church, Pleasant Hill",Southern Baptist Convention,,,,,(816) 466-2662,https://www.google.com/maps/place/+Pleasant Hill+MO+64080-7617,,https://churches.sbc.net/church/manna-fellowship-church-pleasant-hill/
Manna House,Southern Baptist Convention,,,,,(980) 288-8224,https://www.google.com/maps/place/+Charlotte+NC+28203-5903,,https://churches.sbc.net/church/manna-house/
Manna Baptist Church,Southern Baptist Convention,,,,,(225) 716-2381,https://www.google.com/maps/place/+New Orleans+LA+70119-6910,,https://churches.sbc.net/church/manna-baptist-church/
Manley Baptist Church,Southern Baptist Convention,,,,,(423) 586-8665,https://www.google.com/maps/place/+Morristown+TN+37814-3601,,https://churches.sbc.net/church/manley-baptist-church/
Manning Baptist Church,Southern Baptist Convention,,,,,(870) 403-6355,https://www.google.com/maps/place/+Sparkman+AR+71763,,https://churches.sbc.net/church/manning-baptist-church/
Manning Second Baptist Church,Southern Baptist Convention,,,,,(803) 435-4168,https://www.google.com/maps/place/+Manning+SC+29102-2129,,https://churches.sbc.net/church/manning-second-baptist-church/
Manning First Baptist Church,Southern Baptist Convention,,,,,803-435-8136,https://www.google.com/maps/place/+Manning+SC+29102-3247,,https://churches.sbc.net/church/manning-first-baptist-church/
Manning Chapel Baptist Church,Southern Baptist Convention,,,,,(423) 623-9731,https://www.google.com/maps/place/+Del Rio+TN+37727-3037,,https://churches.sbc.net/church/manning-chapel-baptist-church/
"Manor Community Baptist Church, Inc.",Southern Baptist Convention,,,,,(912) 614-4144,https://www.google.com/maps/place/+Manor+GA+31550-2538,,https://churches.sbc.net/church/manor-community-baptist-church-inc/
Mannsville First Baptist Church,Southern Baptist Convention,,,,,(580) 371-0303,https://www.google.com/maps/place/+Mannsville+OK+73447-9704,,https://churches.sbc.net/church/mannsville-first-baptist-church/
Mansfield Baptist Church,Southern Baptist Convention,,,,,(731) 644-7120,https://www.google.com/maps/place/+Mansfield+TN+38236-2621,,https://churches.sbc.net/church/mansfield-baptist-church/
Manna Ministries,Southern Baptist Convention,,,,,(909) 615-8111,https://www.google.com/maps/place/+Mira Loma+CA+91752,,https://churches.sbc.net/church/manna-ministries/
Mansfield Bible Church,Southern Baptist Convention,,,,,817-473-8980,https://www.google.com/maps/place/+Mansfield+TX+76063,,https://churches.sbc.net/church/mansfield-bible-church/
"Mansfield Baptist Church, Inc.",Southern Baptist Convention,,,,,(770) 787-0723,https://www.google.com/maps/place/+Mansfield+GA+30055-2749,,https://churches.sbc.net/church/mansfield-baptist-church-inc/
Mansfield First Baptist Church,Southern Baptist Convention,,,,,(479) 928-5440,https://www.google.com/maps/place/+Mansfield+AR+72944-3429,,https://churches.sbc.net/church/mansfield-first-baptist-church/
Manteo,Southern Baptist Convention,,,,,(252) 473-2840,https://www.google.com/maps/place/+Manteo+NC+27954,,https://churches.sbc.net/church/manteo/
Mansfield Gap Baptist Church,Southern Baptist Convention,,,,,(423) 748-2829,https://www.google.com/maps/place/+Jefferson Cty+TN+37760-4449,,https://churches.sbc.net/church/mansfield-gap-baptist-church/
Manor Baptist Church,Southern Baptist Convention,,,,,(251) 478-8316,https://www.google.com/maps/place/+Mobile+AL+36605-2616,,https://churches.sbc.net/church/manor-baptist-church/
Mantee Baptist Church,Southern Baptist Convention,,,,,662-456-2105,https://www.google.com/maps/place/+Mantee+MS+39751,,https://churches.sbc.net/church/mantee-baptist-church/
Manuia Bible Fellowship,Southern Baptist Convention,,,,,(808) 633-2993,https://www.google.com/maps/place/+Honolulu+HI+96821-1723,,https://churches.sbc.net/church/manuia-bible-fellowship/
Maple Avenue Baptist Church,Southern Baptist Convention,,,,,(334) 684-9617,https://www.google.com/maps/place/+Geneva+AL+36340-1637,,https://churches.sbc.net/church/maple-avenue-baptist-church-2/
Many Springs Baptist Church,Southern Baptist Convention,,,,,1610500000,https://www.google.com/maps/place/+Alton+MO+65606-9617,,https://churches.sbc.net/church/many-springs-baptist-church/
Maple Baptist Church,Southern Baptist Convention,,,,,843-365-2627,https://www.google.com/maps/place/+Conway+SC+29526-5915,,https://churches.sbc.net/church/maple-baptist-church/
Maple Avenue Baptist Church,Southern Baptist Convention,,,,,(870) 725-3901,https://www.google.com/maps/place/+Smackover+AR+71762-2331,,https://churches.sbc.net/church/maple-avenue-baptist-church/
Maple Grove Baptist Church,Southern Baptist Convention,,,,,(870) 418-0979,https://www.google.com/maps/place/+Trumann+AR+72472-9729,,https://churches.sbc.net/church/maple-grove-baptist-church-7/
Maple Grove Baptist Church,Southern Baptist Convention,,,,,(910) 330-0445,https://www.google.com/maps/place/+Trenton+NC+28585-7860,,https://churches.sbc.net/church/maple-grove-baptist-church-10/
Maple Grove Baptist Church,Southern Baptist Convention,,,,,(865) 719-3627,https://www.google.com/maps/place/+Maryville+TN+37803,,https://churches.sbc.net/church/maple-grove-baptist-church-6/
Many Springs Baptist Church,Southern Baptist Convention,,,,,(405) 592-9348,https://www.google.com/maps/place/+Holdenville+OK+74848,,https://churches.sbc.net/church/many-springs-baptist-church-2/
Maple Grove Baptist Church,Southern Baptist Convention,,,,,(615) 560-1379,https://www.google.com/maps/place/+Dickson+TN+37055,,https://churches.sbc.net/church/maple-grove-baptist-church-5/
Maple Grove Baptist Church,Southern Baptist Convention,,,,,(423) 496-2512,https://www.google.com/maps/place/+Turtletown+TN+37391-4638,,https://churches.sbc.net/church/maple-grove-baptist-church-9/
Maple Grove Baptist Church,Southern Baptist Convention,,,,,3097720000,https://www.google.com/maps/place/+Ullin+IL+62992,,https://churches.sbc.net/church/maple-grove-baptist-church-2/
Maple Grove Baptist Church,Southern Baptist Convention,,,,,(423) 718-5405,https://www.google.com/maps/place/+Harrison+TN+37341,,https://churches.sbc.net/church/maple-grove-baptist-church-8/
Maple Grove Baptist Church,Southern Baptist Convention,,,,,(502) 964-0808,https://www.google.com/maps/place/+Louisville+KY+40219-5249,,https://churches.sbc.net/church/maple-grove-baptist-church/
Maple Grove Baptist Church,Southern Baptist Convention,,,,,2719900000,https://www.google.com/maps/place/+Hays+NC+28635-9245,,https://churches.sbc.net/church/maple-grove-baptist-church-4/
Maple Grove Baptist Church,Southern Baptist Convention,,,,,(270) 522-0038,https://www.google.com/maps/place/+Cadiz+KY+42211,,https://churches.sbc.net/church/maple-grove-baptist-church-3/
Maple Springs Baptist Church,Southern Baptist Convention,,,,,(731) 935-7033,https://www.google.com/maps/place/+Medon+TN+38356,,https://churches.sbc.net/church/maple-springs-baptist-church-3/
Maple Springs Baptist Church,Southern Baptist Convention,,,,,(919) 496-5521,https://www.google.com/maps/place/+Louisburg+NC+27549-7388,,https://churches.sbc.net/church/maple-springs-baptist-church/
Maple Springs Baptist Church,Southern Baptist Convention,,,,,0062980000,https://www.google.com/maps/place/+Logansport+LA+71049-3269,,https://churches.sbc.net/church/maple-springs-baptist-church-4/
Maple Springs Baptist Church,Southern Baptist Convention,,,,,(336) 873-7862,https://www.google.com/maps/place/+Seagrove+NC+27341-9046,,https://churches.sbc.net/church/maple-springs-baptist-church-2/
Maple Street Baptist Church,Southern Baptist Convention,,,,,(423) 715-1641,https://www.google.com/maps/place/+Cleveland+TN+37311-2053,,https://churches.sbc.net/church/maple-street-baptist-church/
Maple Heights Baptist Church,Southern Baptist Convention,,,,,937-878-3333,https://www.google.com/maps/place/+Fairborn+OH+45324-2839,,https://churches.sbc.net/church/maple-heights-baptist-church/
Maple View Baptist Church,Southern Baptist Convention,,,,,410-676-3786,https://www.google.com/maps/place/+Joppa+MD+21085-2012,,https://churches.sbc.net/church/maple-view-baptist-church/
Maple Valley Baptist Church,Southern Baptist Convention,,,,,(931) 729-0823,https://www.google.com/maps/place/+Nunnelly+TN+37137,,https://churches.sbc.net/church/maple-valley-baptist-church/
"Maplecrest Baptist Church, Vidor",Southern Baptist Convention,,,,,409-769-3567,https://www.google.com/maps/place/+Vidor+TX+77662-2382,,https://churches.sbc.net/church/maplecrest-baptist-church-vidor/
Maplesville Baptist Church,Southern Baptist Convention,,,,,7879999999,https://www.google.com/maps/place/+Maplesville+AL+36750,,https://churches.sbc.net/church/maplesville-baptist-church/
Mapledale Baptist Church,Southern Baptist Convention,,,,,920-458-6441,https://www.google.com/maps/place/+Sheboygan+WI+53081-1272,,https://churches.sbc.net/church/mapledale-baptist-church/
Maples Branch Baptist Church,Southern Baptist Convention,,,,,(865) 428-2668,https://www.google.com/maps/place/+Sevierville+TN+37876,,https://churches.sbc.net/church/maples-branch-baptist-church/
Maplewood Baptist Church,Southern Baptist Convention,,,,,(336) 679-3555,https://www.google.com/maps/place/+Yadkinville+NC+27055-7637,,https://churches.sbc.net/church/maplewood-baptist-church-2/
Maplewood Baptist Church,Southern Baptist Convention,,,,,(731) 642-2022,https://www.google.com/maps/place/+Paris+TN+38242-8558,,https://churches.sbc.net/church/maplewood-baptist-church/
Maplewood First Baptist Church,Southern Baptist Convention,,,,,(337) 625-5899,https://www.google.com/maps/place/+Sulphur+LA+70663-6519,,https://churches.sbc.net/church/maplewood-first-baptist-church/
Mar Vista Baptist Church,Southern Baptist Convention,,,,,(619) 424-7877,https://www.google.com/maps/place/+Imperial Beach+CA+91932,,https://churches.sbc.net/church/mar-vista-baptist-church/
Maranatha &#8211; Exmore,Southern Baptist Convention,,,,,757-442-2501,https://www.google.com/maps/place/+Exmore+VA+23350,,https://churches.sbc.net/church/maranatha-exmore/
Maranatha Baptist Church,Southern Baptist Convention,,,,,(815) 441-1464,https://www.google.com/maps/place/+Rock Falls+IL+61071,,https://churches.sbc.net/church/maranatha-baptist-church/
Maranatha Baptist Church,Southern Baptist Convention,,,,,(646) 400-1514,https://www.google.com/maps/place/+Ridgewood+NY+11385-4628,,https://churches.sbc.net/church/maranatha-baptist-church-2/
Maranatha Baptist Church,Southern Baptist Convention,,,,,4855159999,https://www.google.com/maps/place/+Dover+TN+37058,,https://churches.sbc.net/church/maranatha-baptist-church-4/
Maranatha Baptist Church,Southern Baptist Convention,,,,,(252) 578-2073,https://www.google.com/maps/place/+Roanoke Rapids+NC+27870-9266,,https://churches.sbc.net/church/maranatha-baptist-church-5/
Maranatha Baptist Church,Southern Baptist Convention,,,,,573-763-5405,https://www.google.com/maps/place/+Chamois+MO+65024-2218,,https://churches.sbc.net/church/maranatha-baptist-church-3/
Maranatha Baptist Church,Southern Baptist Convention,,,,,(931) 433-1098,https://www.google.com/maps/place/+Fayetteville+TN+37334,,https://churches.sbc.net/church/maranatha-baptist-church-6/
Mar de Galilea,Southern Baptist Convention,,,,,(478) 825-5725,https://www.google.com/maps/place/+Fort Valley+GA+31030-3737,,https://churches.sbc.net/church/mar-de-galilea/
Maranatha Baptist Church,Southern Baptist Convention,,,,,(256) 638-4400,https://www.google.com/maps/place/+Rainsville+AL+35986-5729,,https://churches.sbc.net/church/maranatha-baptist-church-8/
Maranatha Baptist Church,Southern Baptist Convention,,,,,(352) 347-5683,https://www.google.com/maps/place/+Ocala+FL+34473-3816,,https://churches.sbc.net/church/maranatha-baptist-church-10/
Maranatha Baptist Church,Southern Baptist Convention,,,,,(864) 973-5313,https://www.google.com/maps/place/+Seneca+SC+29672-6768,,https://churches.sbc.net/church/maranatha-baptist-church-7/
Maranatha Baptist Church,Southern Baptist Convention,,,,,(985) 652-6209,https://www.google.com/maps/place/+La Place+LA+70068-4504,,https://churches.sbc.net/church/maranatha-baptist-church-9/
Maranatha Baptist Church,Southern Baptist Convention,,,,,(601) 797-3812,https://www.google.com/maps/place/+Mount Olive+MS+39119-4885,,https://churches.sbc.net/church/maranatha-baptist-church-11/
