church_name,denomination,family,address,city_state,zip,phone,website,page_url,irs_ein,irs_address,irs_city,irs_state,irs_zip
The Faith Center,Non-Denominational / Independent,Other Churches,,,,(678) 615-7745,https://faithcenterinc.org,https://www.usachurches.org/church/the-faith-center.htm,,,,,
City North Church,Non-Denominational / Independent,Other Churches,,,,(614) 392-8755,https://citynorth.church,https://www.usachurches.org/church/citynorthchurch.htm,,,,,
Heart of the Hills Christian Church,Non-Denominational / Independent,Other Churches,,,,(248) 652-7774,https://heartofthehills.com,https://www.usachurches.org/church/heart-of-the-hills-christian-church.htm,,,,,
College Park Church,Non-Denominational / Independent,Other Churches,,,,(317) 875-0282,https://yourchurch.com,https://www.usachurches.org/church/college-park-church.htm,,,,,
Church on Fire Ministries,Non-Denominational / Independent,Other Churches,,,,(513) 367-7772,https://mychurchonfire.org,https://www.usachurches.org/church/church-on-fire-ministries.htm,,,,,
Temple of Prayer Christian Fellowship,Non-Denominational / Independent,Other Churches,,,,(214) 747-2797,https://topcf.org,https://www.usachurches.org/church/temple-of-prayer-christian-fellowship.htm,,,,,
Emmaus - A Jesus Church,Non-Denominational / Independent,Other Churches,,,,(919) 473-6001,https://emmausrdu.com,https://www.usachurches.org/church/emmaus-a-jesus-church.htm,,,,,
Crossroad Community Church,Non-Denominational / Independent,Other Churches,,,,(317) 398-2575,https://crossroad-community.com,https://www.usachurches.org/church/crossroad-community-church.htm,,,,,
Crosswinds Community Church,Non-Denominational / Independent,Other Churches,,,,(309) 829-2275,https://crosswinds.cc,https://www.usachurches.org/church/crosswinds-community-church.htm,,,,,
Changing Lives Christian Center,Non-Denominational / Independent,Other Churches,,,,(718) 272-8277,https://clccministries.com,https://www.usachurches.org/church/changing-lives-christian-center.htm,,,,,
The Church Next Door,Non-Denominational / Independent,Other Churches,,,,(614) 878-0123,https://thechurchnextdoor.org,https://www.usachurches.org/church/the-church-next-door.htm,,,,,
Roots,Non-Denominational / Independent,Other Churches,,,,(636) 364-8409,https://myrootschurch.com,https://www.usachurches.org/church/victory-church-st-clair.htm,,,,,
Covenant Church East,Non-Denominational / Independent,Other Churches,,,,(724) 838-7611,https://covenantchurcheast.com,https://www.usachurches.org/church/covenant-church-east.htm,,,,,
Fairway Church,Non-Denominational / Independent,Other Churches,,,,(239) 719-0727,https://fairwaychurch.com,https://www.usachurches.org/church/fairway-church.htm,,,,,
Grace Harvest Church,Non-Denominational / Independent,Other Churches,,,,,,https://www.usachurches.org/church/grace-harvest-church.htm,,,,,
First Church of Wyandanch Ministries,Non-Denominational / Independent,Other Churches,,,,(631) 643-8777,https://firstchurchministries.org,https://www.usachurches.org/church/first-church-of-wyandanch-ministries.htm,,,,,
Living Stones Church,Non-Denominational / Independent,Other Churches,,,,(808) 326-7720,https://livingstoneschurch.com,https://www.usachurches.org/church/living-stones-church-kailua-kona.htm,,,,,
Calvary Bible Church,Non-Denominational / Independent,Other Churches,,,,(207) 392-1121,,https://www.usachurches.org/church/calvary-bible-church-andover.htm,,,,,
Living Stones Fellowship,Non-Denominational / Independent,Other Churches,,,,(419) 293-3748,https://lsfmccomb.com,https://www.usachurches.org/church/living-stones-fellowship.htm,,,,,
Liberty Tabernacle Family Worship Center,Non-Denominational / Independent,Other Churches,,,,(856) 956-6016,,https://www.usachurches.org/church/liberty-tabernacle-family-worship-center.htm,,,,,
Whitespires Berean Bible Fellowship,Non-Denominational / Independent,Other Churches,,,,,,https://www.usachurches.org/church/whitespires-berean-bible-fellowship.htm,,,,,
God's Family Church,Non-Denominational / Independent,Other Churches,,,,(330) 260-3141,,https://www.usachurches.org/church/gods-family-church.htm,,,,,
CoastLife Church,Non-Denominational / Independent,Other Churches,,,,(941) 497-2100,https://mycoastlifechurch.com,https://www.usachurches.org/church/coastlife-church.htm,,,,,
New Covenant Bible Church,Non-Denominational / Independent,Other Churches,,,,(630) 584-2611,https://newcbc.org,https://www.usachurches.org/church/new-covenant-bible-church.htm,,,,,
Abundant Life Fellowship,Non-Denominational / Independent,Other Churches,,,,(815) 651-6625,https://alfwilmington.org,https://www.usachurches.org/church/abundant-life-fellowship-wilmington.htm,,,,,
Grace Bible Church of Boise,Non-Denominational / Independent,Other Churches,,,,(208) 938-0112,https://gbcboise.org,https://www.usachurches.org/church/gracebiblechurchofboise.htm,,,,,
Agape Outreach International Ministries,Non-Denominational / Independent,Other Churches,,,,(757) 383-1204,,https://www.usachurches.org/church/agape-outreach-international-ministries.htm,,,,,
The Crossroads Church,Non-Denominational / Independent,Other Churches,,,,(817) 733-2074,https://thecrossroadstx.org,https://www.usachurches.org/church/the-crossroads-church.htm,,,,,
Upper Room Worship,Non-Denominational / Independent,Other Churches,,,,(412) 831-7625,,https://www.usachurches.org/church/upper-room-worship.htm,,,,,
Christian Church Of Holiday,Non-Denominational / Independent,Other Churches,,,,(727) 815-8940,https://christianchurchofholiday.com,https://www.usachurches.org/church/christian-church-of-holiday.htm,,,,,
Langley Christian Church,Non-Denominational / Independent,Other Churches,,,,(757) 851-7334,https://langleycc.org,https://www.usachurches.org/church/langley-christian-church.htm,,,,,
God Is Ministries,Non-Denominational / Independent,Other Churches,,,,(972) 780-7004,https://godisministries.org,https://www.usachurches.org/church/god-is-ministries.htm,,,,,
Greater Harvest Christian Center,Non-Denominational / Independent,Other Churches,,,,(937) 305-2154,,https://www.usachurches.org/church/greater-harvest-christian-center.htm,,,,,
Endurance Church of the Valley,Non-Denominational / Independent,Other Churches,,,,(520) 255-3888,https://endurancechurch.com,https://www.usachurches.org/church/endurance-church-of-the-valley.htm,,,,,
Shiawassee Harvest Church,Non-Denominational / Independent,Other Churches,,,,(989) 743-4091,https://shc.life,https://www.usachurches.org/church/shiawassee-harvest-church.htm,,,,,
New Hope Christian Chapel,Non-Denominational / Independent,Other Churches,,,,(508) 230-9504,https://newhopechristianchapel.org,https://www.usachurches.org/church/new-hope-christian-chapel.htm,,,,,
"The Well, Lake in the Hills",Non-Denominational / Independent,Other Churches,,,,(815) 455-9355,,https://www.usachurches.org/church/the-well-lake-in-the-hills.htm,,,,,
Look Up and Live International Ministries,Non-Denominational / Independent,Other Churches,,,,(708) 335-7729,,https://www.usachurches.org/church/look-up-and-live-international-ministries.htm,,,,,
The Feast of the Lord,Non-Denominational / Independent,Other Churches,,,,(803) 516-8030,https://orangeburgchurch.com,https://www.usachurches.org/church/the-feast-of-the-lord.htm,,,,,
Healing Hurting Hearts Ministries,Non-Denominational / Independent,Other Churches,,,,(336) 676-7033,,https://www.usachurches.org/church/healing-hurting-hearts-ministries.htm,,,,,
Bear Valley Community Church,Non-Denominational / Independent,Other Churches,,,,(817) 485-9910,https://bearvalleychurch.com,https://www.usachurches.org/church/bear-valley-community-church.htm,,,,,
First Christian Church of Florissant,Non-Denominational / Independent,Other Churches,,,,(314) 837-2269,https://fccf.org,https://www.usachurches.org/church/first-christian-church-of-florissant.htm,,,,,
The Cause Community Church,Non-Denominational / Independent,Other Churches,,,,(714) 255-0930,https://thecause.cc,https://www.usachurches.org/church/the-cause-community-church.htm,,,,,
Living Faith Church,Non-Denominational / Independent,Other Churches,,,,(715) 943-2349,https://livingfaithchurchwi.org,https://www.usachurches.org/church/living-faith-church.htm,,,,,
Salem Church of Darmstadt,Non-Denominational / Independent,Other Churches,,,,(812) 867-3142,https://salemdarmstadt.org,https://www.usachurches.org/church/salem-church-of-darmstadt.htm,,,,,
Crenshaw Christian Center East,Non-Denominational / Independent,Other Churches,,,,(212) 749-9323,https://crenshawchristiancentereast.org,https://www.usachurches.org/church/crenshaw-christian-center-east.htm,,,,,
Lakeview Church,Non-Denominational / Independent,Other Churches,,,,(903) 356-2389,https://lakeviewchurchquinlan.com,https://www.usachurches.org/church/lakeview-church.htm,,,,,
Emmaus Church,Non-Denominational / Independent,Other Churches,,,,(972) 358-6575,,https://www.usachurches.org/church/emmaus-church.htm,,,,,
"Faith, Healing, and Deliverance Clinic",Non-Denominational / Independent,Other Churches,,,,(585) 529-4738,,https://www.usachurches.org/church/faith-healing-and-deliverance-clinic.htm,,,,,
Triumphant Life Church,Non-Denominational / Independent,Other Churches,,,,(607) 543-0620,https://triumphantlifeny.com,https://www.usachurches.org/church/triumphant-life-church-endwell.htm,,,,,
Christian Fellowship Church,Non-Denominational / Independent,Other Churches,,,,(614) 459-5673,https://godowncfc.org,https://www.usachurches.org/church/christian-fellowship-church.htm,,,,,
Bethel Church,Non-Denominational / Independent,Other Churches,,,,(812) 328-2358,https://bethelchurch-indiana.com,https://www.usachurches.org/church/bethel-church.htm,,,,,
Grace Fellowship Church of Milwaukee,Non-Denominational / Independent,Other Churches,,,,(414) 265-5546,https://gracemilwaukee.org,https://www.usachurches.org/church/grace-fellowship-church-of-milwaukee.htm,,,,,
Living Hope Bible Church,Non-Denominational / Independent,Other Churches,,,,(425) 587-1232,https://livinghopebible.org,https://www.usachurches.org/church/living-hope-bible-church-bellevue.htm,,,,,
Bethel Temple Church,Non-Denominational / Independent,Other Churches,,,,(817) 738-5417,https://btchurch4u.com,https://www.usachurches.org/church/bethel-temple-church.htm,,,,,
Grist Mill Chapel,Non-Denominational / Independent,Other Churches,,,,(740) 835-8452,,https://www.usachurches.org/church/gristmillchapel.htm,,,,,
Canaan Bible Chapel,Non-Denominational / Independent,Other Churches,,,,(570) 937-4848,https://canaanbiblechapel.org,https://www.usachurches.org/church/canaan-bible-chapel.htm,,,,,
Mt. Zion All Nations Bible Church,Non-Denominational / Independent,Other Churches,,,,(517) 668-0194,https://mtzionanbc.com,https://www.usachurches.org/church/mt-zion-all-nations-bible-church.htm,,,,,
London Community Church,Non-Denominational / Independent,Other Churches,,,,(606) 864-6265,,https://www.usachurches.org/church/london-community-church.htm,,,,,
Cover The Earth Ministries,Non-Denominational / Independent,Other Churches,,,,(410) 627-7045,https://cteministry.org,https://www.usachurches.org/church/cover-the-earth-ministries.htm,,,,,
Breath of Life International Church,Non-Denominational / Independent,Other Churches,,,,(919) 239-5110,,https://www.usachurches.org/church/breath-of-life-international-church.htm,,,,,
Fellowship Church,Non-Denominational / Independent,Other Churches,,,,(251) 716-0362,,https://www.usachurches.org/church/fellowship-church-eight-mile.htm,,,,,
Hudson Church,Non-Denominational / Independent,Other Churches,,,,(201) 616-7004,https://thehudsonchurch.org,https://www.usachurches.org/church/hudsonchurch.htm,,,,,
Harvest Bible Church,Non-Denominational / Independent,Other Churches,,,,(928) 788-2225,https://hbcaz.org,https://www.usachurches.org/church/harvest-bible-church.htm,,,,,
The Lighthouse Church of Benton,Non-Denominational / Independent,Other Churches,,,,(501) 765-1662,,https://www.usachurches.org/church/the-lighthouse-church-of-benton.htm,,,,,
Christians Community Church,Non-Denominational / Independent,Other Churches,,,,(860) 536-4936,,https://www.usachurches.org/church/christians-community-church.htm,,,,,
Redeemer's on Courtright (ROC Church),Non-Denominational / Independent,Other Churches,,,,(614) 235-1511,https://rocchurch.com,https://www.usachurches.org/church/redeemers-on-courtright-roc-church.htm,,,,,
Church of the Open Bible,Non-Denominational / Independent,Other Churches,,,,(207) 654-2344,https://athensopenbible.org,https://www.usachurches.org/church/church-of-the-open-bible.htm,,,,,
Wilson Community Church,Non-Denominational / Independent,Other Churches,,,,(225) 629-5315,https://wilsoncommunitychurch.com,https://www.usachurches.org/church/wilson-community-church.htm,,,,,
"House of Bethel Spirit of Truth Ministry, Inc.",Non-Denominational / Independent,Other Churches,,,,(904) 619-0228,https://houseofbethelspiritoftruthinc.webs.com,https://www.usachurches.org/church/house-of-bethel-spirit-of-truth-ministry-inc.htm,,,,,
Household of Faith Church,Non-Denominational / Independent,Other Churches,,,,(651) 459-0505,,https://www.usachurches.org/church/household-of-faith.htm,,,,,
Trinity Worship Center International Ministries,Non-Denominational / Independent,Other Churches,,,,(863) 438-2758,https://trinityintlministries.org,https://www.usachurches.org/church/trinity-worship-center-international-ministries.htm,,,,,
Hope Central Church,Non-Denominational / Independent,Other Churches,,,,(614) 274-6115,https://hopecentral.net,https://www.usachurches.org/church/brown-road-community-church.htm,,,,,
Church of the Way,Non-Denominational / Independent,Other Churches,,,,(601) 693-2816,,https://www.usachurches.org/church/church-of-the-way.htm,,,,,
House of Restoration Church,Non-Denominational / Independent,Other Churches,,,,(804) 862-9571,,https://www.usachurches.org/church/house-of-restoration-church-petersburg.htm,,,,,
Journey Community Church of Fernley,Non-Denominational / Independent,Other Churches,,,,(775) 980-9315,https://journeyfernley.org,https://www.usachurches.org/church/journey-community-church-of-fernley.htm,,,,,
River Community Church,Non-Denominational / Independent,Other Churches,,,,(740) 362-7100,https://riverbarn.org,https://www.usachurches.org/church/river-community-church.htm,,,,,
Transformation Church,Non-Denominational / Independent,Other Churches,,,,(469) 265-6223,,https://www.usachurches.org/church/transformation-church.htm,,,,,
Christ Church Lake Forest,Non-Denominational / Independent,Other Churches,,,,(847) 234-1001,https://christchurchil.org,https://www.usachurches.org/church/christ-church-lake-forest.htm,,,,,
New Life Ministries,Non-Denominational / Independent,Other Churches,,,,(229) 249-9077,https://newlife-ministry.org,https://www.usachurches.org/church/new-life-ministries.htm,,,,,
Agape Empowerment Ministries,Non-Denominational / Independent,Other Churches,,,,(619) 253-2788,,https://www.usachurches.org/church/agape-empowerment-ministries.htm,,,,,
GodWhy,Non-Denominational / Independent,Other Churches,,,,(615) 822-5550,https://godwhy.com,https://www.usachurches.org/church/godwhy.htm,,,,,
Family Worship Center,Non-Denominational / Independent,Other Churches,,,,(805) 239-4809,https://pasoroblesfwc.com,https://www.usachurches.org/church/family-worship-center.htm,,,,,
City Church,Non-Denominational / Independent,Other Churches,,,,(216) 438-1923,https://heights.citychurchcle.com,https://www.usachurches.org/church/gateway-heights-church.htm,,,,,
Fisherman's Paradise Christian Church,Non-Denominational / Independent,Other Churches,,,,(812) 294-1691,,https://www.usachurches.org/church/fishermans-paradise-christian-church.htm,,,,,
Love of Jesus Family World Outreach Center,Non-Denominational / Independent,Other Churches,,,,(973) 742-6718,,https://www.usachurches.org/church/love-of-jesus-family-world-outreach-center.htm,,,,,
House of Worship,Non-Denominational / Independent,Other Churches,,,,(914) 310-7865,,https://www.usachurches.org/church/house-of-worship.htm,,,,,
Desert View Bible Church,Non-Denominational / Independent,Other Churches,,,,(623) 298-4900,https://desertviewbible.org,https://www.usachurches.org/church/desert-view-bible-church.htm,,,,,
Judah Christian Community,Non-Denominational / Independent,Other Churches,,,,(614) 235-0670,,https://www.usachurches.org/church/judah-christian-community.htm,,,,,
"Armor Bearers Ministries International, Inc.",Non-Denominational / Independent,Other Churches,,,,(419) 610-1027,,https://www.usachurches.org/church/armor-bearers-ministries-international-inc.htm,,,,,
Enlarged Heart Christian Fellowship,Non-Denominational / Independent,Other Churches,,,,(479) 651-3902,,https://www.usachurches.org/church/enlarged-heart-christian-fellowship.htm,,,,,
Higher Praise Deliverance Ministries,Non-Denominational / Independent,Other Churches,,,,(877) 579-1299,,https://www.usachurches.org/church/higher-praise-deliverance-ministries.htm,,,,,
Bethel Church,Non-Denominational / Independent,Other Churches,,,,(509) 628-0150,https://bethel.ch,https://www.usachurches.org/church/bethel-church-richland.htm,,,,,
Church of God of Cumberland Valley,Non-Denominational / Independent,Other Churches,,,,(717) 423-6988,,https://www.usachurches.org/church/church-of-god-of-cumberland-valley.htm,,,,,
The Chapel in Marlboro,Non-Denominational / Independent,Other Churches,,,,(330) 935-0132,https://marlboro-chapel.com,https://www.usachurches.org/church/the-chapel-in-marlboro.htm,,,,,
New Life Ministries Worship Center,Non-Denominational / Independent,Other Churches,,,,(407) 977-1212,,https://www.usachurches.org/church/new-life-ministries-worship-center.htm,,,,,
Spirit Life Church,Non-Denominational / Independent,Other Churches,,,,(850) 962-9000,,https://www.usachurches.org/church/spirit-life-church-sopchoppy.htm,,,,,
Stone Creek Christian Church,Non-Denominational / Independent,Other Churches,,,,(503) 632-4218,https://stonecreekonline.com,https://www.usachurches.org/church/stone-creek-christian-church.htm,,,,,
Grace Community Church,Non-Denominational / Independent,Other Churches,,,,(313) 882-3000,https://gracewired.com,https://www.usachurches.org/church/grace-community-church-detroit.htm,,,,,
Crossroads Restoration Church,Non-Denominational / Independent,Other Churches,,,,(630) 562-3073,,https://www.usachurches.org/church/crossroads-restoration-church.htm,,,,,
New Community Church,Non-Denominational / Independent,Other Churches,,,,(252) 335-0015,https://newcommunitychurch.net,https://www.usachurches.org/church/new-community-church.htm,,,,,
Coast Hills Community Church,Non-Denominational / Independent,Other Churches,,,,(949) 362-0079,https://coasthillschurch.org,https://www.usachurches.org/church/coast-hills-community-church.htm,,,,,
The Sanctuary of Augusta,Non-Denominational / Independent,Other Churches,,,,(706) 364-8284,https://mysanctuary.org,https://www.usachurches.org/church/the-sanctuary-church-of-augusta.htm,,,,,
C.R.A.C.K. House Ministries,Non-Denominational / Independent,Other Churches,,,,(614) 774-2661,https://crackhouseministries.org,https://www.usachurches.org/church/crack-house-ministries.htm,,,,,
Grace Church of North Brunswick,Non-Denominational / Independent,Other Churches,,,,(732) 297-9559,https://gracechurchnb.com,https://www.usachurches.org/church/grace-church-of-north-brunswick.htm,,,,,
Grace Point Community Church,Non-Denominational / Independent,Other Churches,,,,(740) 548-7718,https://gracepoint.cc,https://www.usachurches.org/church/grace-point-community-church.htm,,,,,
Higher Ground Outreach,Non-Denominational / Independent,Other Churches,,,,(503) 777-0257,,https://www.usachurches.org/church/higher-ground-outreach.htm,,,,,
Thrive Community Church,Non-Denominational / Independent,Other Churches,,,,(731) 803-3602,https://thrivecommunitychurch.com,https://www.usachurches.org/church/thrive-community-church.htm,,,,,
Unity of Gainesville,Non-Denominational / Independent,Other Churches,,,,(770) 534-0949,https://unityofgainesville.org,https://www.usachurches.org/church/unityofgainesville.htm,,,,,
The Chapel at FishHawk,Non-Denominational / Independent,Other Churches,,,,(813) 661-7105,https://thechapelfh.org,https://www.usachurches.org/church/sunset-bay-chapel.htm,,,,,
The Gospel House Church and Evangelistic Center,Non-Denominational / Independent,Other Churches,,,,(440) 439-6555,,https://www.usachurches.org/church/the-gospel-house-church-and-evangelistic-center.htm,,,,,
Nevins Lake Church,Non-Denominational / Independent,Other Churches,,,,(989) 831-4042,https://nevinslakechurch.org,https://www.usachurches.org/church/nevins-lake-church.htm,,,,,
First Christian Church of Pompano Beach,Non-Denominational / Independent,Other Churches,,,,(954) 942-2515,,https://www.usachurches.org/church/first-christian-church-of-pompano-beach.htm,,,,,
One Harbor Church,Non-Denominational / Independent,Other Churches,,,,(252) 422-2899,https://oneharborchurch.com,https://www.usachurches.org/church/one-harbor-church-beaufort.htm,,,,,
Fellowship Bible Church,Non-Denominational / Independent,Other Churches,,,,(650) 591-1322,https://fbc-belmont.org,https://www.usachurches.org/church/fellowship-bible-church-belmont.htm,,,,,
Christ Alive! Community Church,Non-Denominational / Independent,Other Churches,,,,(309) 256-9120,,https://www.usachurches.org/church/christ-alive-community-church.htm,,,,,
Freedom Covenant Center,Non-Denominational / Independent,Other Churches,,,,(216) 341-3221,,https://www.usachurches.org/church/freedom-covenant-center.htm,,,,,
Abundant Joy Church,Non-Denominational / Independent,Other Churches,,,,(440) 391-8536,,https://www.usachurches.org/church/abundant-joy-church.htm,,,,,
"Pathways, Wash Park",Non-Denominational / Independent,Other Churches,,,,(720) 335-5047,,https://www.usachurches.org/church/pathways-wash-park.htm,,,,,
Brickyard Springs Community Worship Center,Non-Denominational / Independent,Other Churches,,,,(865) 385-6760,https://brickyardworship.com,https://www.usachurches.org/church/brickyardspringscommunityworshipcenter.htm,,,,,
The Garden of Grace,Non-Denominational / Independent,Other Churches,,,,(321) 295-0158,https://thegardenofgrace.org,https://www.usachurches.org/church/the-garden-of-grace.htm,,,,,
Faith Christian Fellowship World Outreach,Non-Denominational / Independent,Other Churches,,,,(410) 521-2060,https://fcfwo.org,https://www.usachurches.org/church/faith-christian-fellowship-world-outreach.htm,,,,,
Meadowbrook Christian Church,Non-Denominational / Independent,Other Churches,,,,(314) 558-0593,,https://www.usachurches.org/church/meadowbrook-christian-church.htm,,,,,
The Church of Christian Soldiers,Non-Denominational / Independent,Other Churches,,,,(347) 979-7551,,https://www.usachurches.org/church/the-church-of-christian-soldiers.htm,,,,,
Turn Point Church,Non-Denominational / Independent,Other Churches,,,,(614) 531-9296,,https://www.usachurches.org/church/turn-point-church.htm,,,,,
West Coast Word of Faith,Non-Denominational / Independent,Other Churches,,,,(727) 862-7230,,https://www.usachurches.org/church/west-coast-word-of-faith.htm,,,,,
Tree of Life Outreach Ministry,Non-Denominational / Independent,Other Churches,,,,(678) 933-3643,,https://www.usachurches.org/church/tree-of-life-outreach-ministry.htm,,,,,
Bethel Providence Christian Church,Non-Denominational / Independent,Other Churches,,,,(314) 831-5808,,https://www.usachurches.org/church/bethel-providence-christian-church.htm,,,,,
New Covenant Church,Non-Denominational / Independent,Other Churches,,,,(803) 804-1901,https://newcovsc.org,https://www.usachurches.org/church/new-covenant-church.htm,,,,,
Family Christian Center,Non-Denominational / Independent,Other Churches,,,,(800) 817-2234,https://familychristiancenter.net,https://www.usachurches.org/church/family-christian-center-pomona.htm,,,,,
Anchor of Hope Church,Non-Denominational / Independent,Other Churches,,,,(636) 329-1188,,https://www.usachurches.org/church/anchor-of-hope-church.htm,,,,,
Lighthouse Christian Fellowship,Non-Denominational / Independent,Other Churches,,,,(219) 398-2105,https://lcfnetwork.org,https://www.usachurches.org/church/lighthouse-christian-fellowship-east-chicago.htm,,,,,
CrossRoad Christian Ministries,Non-Denominational / Independent,Other Churches,,,,(310) 323-7626,https://crossroadsouthbay.com,https://www.usachurches.org/church/crossroad-christian-ministries.htm,,,,,
Wheatland Bible Chapel,Non-Denominational / Independent,Other Churches,,,,(972) 296-6604,https://wheatlandbiblechapel.org,https://www.usachurches.org/church/wheatland-bible-chapel.htm,,,,,
Northside Christian Church,Non-Denominational / Independent,Other Churches,,,,(317) 462-3732,,https://www.usachurches.org/church/northside-christian-church-greenfield.htm,,,,,
Genesis Community Fellowship,Non-Denominational / Independent,Other Churches,,,,(503) 281-9472,,https://www.usachurches.org/church/genesis-community-fellowship.htm,,,,,
Kingdom Life Fellowship,Non-Denominational / Independent,Other Churches,,,,(909) 478-3700,https://kingdomlifefellowship.net,https://www.usachurches.org/church/kingdom-life-fellowship.htm,,,,,
The Remedy Church,Non-Denominational / Independent,Other Churches,,,,(760) 295-8959,,https://www.usachurches.org/church/the-remedy-church.htm,,,,,
Church on the Move,Non-Denominational / Independent,Other Churches,,,,(703) 583-6683,https://onthemove.org,https://www.usachurches.org/church/church-on-the-move-woodbridge.htm,,,,,
Boise Valley Christian Communion,Non-Denominational / Independent,Other Churches,,,,(208) 345-6776,https://bvcc.net,https://www.usachurches.org/church/boise-valley-christian-communion.htm,,,,,
Mesquite Valley Christian Church,Non-Denominational / Independent,Other Churches,,,,(972) 222-9635,,https://www.usachurches.org/church/mesquite-valley-christian-church.htm,,,,,
Jackson Avenue Evangelical Congregation,Non-Denominational / Independent,Other Churches,,,,(504) 522-3135,,https://www.usachurches.org/church/jackson-avenue-evangelical-congregation.htm,,,,,
Wellspring Christian Church,Non-Denominational / Independent,Other Churches,,,,(765) 526-2429,https://wellspringchristianchurch.com,https://www.usachurches.org/church/wellspring-christian-church.htm,,,,,
New Life Christian Church,Non-Denominational / Independent,Other Churches,,,,(810) 724-2702,https://newlifechristian.net,https://www.usachurches.org/church/new-life-christian-church.htm,,,,,
Christian Family Fellowship,Non-Denominational / Independent,Other Churches,,,,(904) 573-0610,https://cffjax.com,https://www.usachurches.org/church/christian-family-fellowship.htm,,,,,
New Generation Church,Non-Denominational / Independent,Other Churches,,,,(614) 299-9092,https://newg.org,https://www.usachurches.org/church/new-generation-church.htm,,,,,
Virginia Beach Worship Center,Non-Denominational / Independent,Other Churches,,,,(757) 202-3269,,https://www.usachurches.org/church/virginia-beach-worship-center.htm,,,,,
Victory Family Church,Non-Denominational / Independent,Other Churches,,,,(843) 447-1136,,https://www.usachurches.org/church/victory-family-church-hopewell-junction.htm,,,,,
New Life Christian Worship Center,Non-Denominational / Independent,Other Churches,,,,(508) 322-7151,,https://www.usachurches.org/church/new-life-christian-worship-center.htm,,,,,
The New Prayer Tabernacle Church of Faith,Non-Denominational / Independent,Other Churches,,,,(773) 239-7180,,https://www.usachurches.org/church/the-new-prayer-tabernacle-church-of-faith.htm,,,,,
Christian World Outreach Center,Non-Denominational / Independent,Other Churches,,,,(865) 675-5024,,https://www.usachurches.org/church/christian-world-outreach-center.htm,,,,,
Summit Church,Non-Denominational / Independent,Other Churches,,,,(502) 333-0693,,https://www.usachurches.org/church/summit-church.htm,,,,,
"Praise and Recovery Outreach Ministries, Inc.",Non-Denominational / Independent,Other Churches,,,,(919) 937-6303,,https://www.usachurches.org/church/praise-and-recovery-outreach-ministries-inc.htm,,,,,
New Hope Legacy,Non-Denominational / Independent,Other Churches,,,,(808) 326-7370,https://newhopelegacy.com,https://www.usachurches.org/church/legacy-church-kailua-kona.htm,,,,,
Pineville Praise and Worship Center,Non-Denominational / Independent,Other Churches,,,,(318) 640-1241,,https://www.usachurches.org/church/pineville-praise-and-worship-center.htm,,,,,
Abundance of Joy Fellowship,Non-Denominational / Independent,Other Churches,,,,(734) 326-5960,,https://www.usachurches.org/church/abundance-of-joy-fellowship.htm,,,,,
Evergreen Community Church,Non-Denominational / Independent,Other Churches,,,,(919) 784-8088,,https://www.usachurches.org/church/evergreen-community-church.htm,,,,,
Relationship Enrichment Center,Non-Denominational / Independent,Other Churches,,,,(813) 968-4896,https://recministries.org,https://www.usachurches.org/church/relationship-enrichment-center.htm,,,,,
Way to Eternal Life Church,Non-Denominational / Independent,Other Churches,,,,(804) 684-5880,,https://www.usachurches.org/church/way-to-eternal-life-church.htm,,,,,
Chosen Generation Church,Non-Denominational / Independent,Other Churches,,,,(972) 898-9164,,https://www.usachurches.org/church/chosen-generation-church.htm,,,,,
Fountain of Faith Church,Non-Denominational / Independent,Other Churches,,,,(941) 875-6182,,https://www.usachurches.org/church/fountain-of-faith-church.htm,,,,,
Revelation Station Church,Non-Denominational / Independent,Other Churches,,,,(503) 707-5216,,https://www.usachurches.org/church/revelation-station-church.htm,,,,,
Peninsula Christian Church,Non-Denominational / Independent,Other Churches,,,,(906) 482-8707,https://peninsulachristian.org,https://www.usachurches.org/church/peninsula-christian-church.htm,,,,,
Rhema of Love Fellowship Church,Non-Denominational / Independent,Other Churches,,,,(713) 492-8415,,https://www.usachurches.org/church/rhema-of-love-fellowship-church.htm,,,,,
Temple of God,Non-Denominational / Independent,Other Churches,,,,(765) 932-8980,,https://www.usachurches.org/church/temple-of-god.htm,,,,,
Hope Baptist Church,Non-Denominational / Independent,Other Churches,,,,(267) 934-2482,,https://www.usachurches.org/church/hope-baptist-church-flanders.htm,,,,,
Keys of the Kingdom Ministries,Non-Denominational / Independent,Other Churches,,,,(414) 463-8970,,https://www.usachurches.org/church/keys-of-the-kingdom-ministries.htm,,,,,
Gateway World Christian Center,Non-Denominational / Independent,Other Churches,,,,(516) 596-7222,https://gatewaynyc.com,https://www.usachurches.org/church/gateway-world-christian-center.htm,,,,,
Victory Bible Ministries,Non-Denominational / Independent,Other Churches,,,,(678) 557-9202,,https://www.usachurches.org/church/victory-bible-ministries.htm,,,,,
I Am Ministries,Non-Denominational / Independent,Other Churches,,,,(304) 581-3450,,https://www.usachurches.org/church/i-am-ministries.htm,,,,,
Princeton Community Church,Non-Denominational / Independent,Other Churches,,,,(305) 257-1980,,https://www.usachurches.org/church/princeton-community-church.htm,,,,,
Maranatha Chapel Fellowship,Non-Denominational / Independent,Other Churches,,,,(202) 355-6400,,https://www.usachurches.org/church/maranatha-chapel-fellowship.htm,,,,,
